Date,Asset1,Asset2
2025-03-31,-1.66630777122,-0.452212245274
2025-04-01,0.549031426719,0.882409906013
2025-04-02,2.04446911887,1.53341111017
2025-04-03,-2.04789419043,-2.58648395229
2025-04-04,-2.19731480705,-2.15232586808
2025-04-05,1.78652697843,0.662216425296
2025-04-06,-0.779131416558,-1.91972347227
2025-04-07,0.362690294529,-2.2678700529
2025-04-08,0.366422699579,0.13656466646
2025-04-09,1.67372495396,0.115806137665
2025-04-10,2.41295397006,1.02924622554
2025-04-11,0.6858958135,1.80935832419
2025-04-12,-2.8704941149,-3.7373180694
2025-04-13,1.73932786399,0.170704952839
2025-04-14,3.31892892266,0.385476252095
2025-04-15,-4.16728060361,-1.07426083458
2025-04-16,-0.885310238389,-2.67109869187
2025-04-17,-2.07482880796,-1.71111639553
2025-04-18,0.321720730639,-0.315029502862
2025-04-19,-0.704233116886,1.30309981671
2025-04-20,-1.14983848326,0.16800269531
2025-04-21,1.03108237216,1.02935195447
2025-04-22,-1.47172932789,1.41848118911
2025-04-23,0.540324953568,-0.120967068662
2025-04-24,-1.89071866963,0.281175788001
2025-04-25,0.305089481701,1.08393627815
2025-04-26,-1.1985729371,0.541137932962
2025-04-27,0.644225929261,-1.15278337676
2025-04-28,-0.018477578268,1.1511229513
2025-04-29,0.662037060754,-1.04294471088
2025-04-30,0.218384406899,0.579731065399
2025-05-01,0.165031713431,0.119960802898
2025-05-02,-0.4755584358,1.1789189047
2025-05-03,-0.0453232670815,-0.634247073893
2025-05-04,-1.10808257396,0.605077006025
2025-05-05,-0.402177785325,-0.681412841282
2025-05-06,-0.241535384487,0.955737393886
2025-05-07,0.736018624586,-0.387044963446
2025-05-08,-1.08590051514,-0.0742071510193
2025-05-09,0.0756154915244,-0.716599370273
2025-05-10,-1.01774032124,-0.184306307359
2025-05-11,0.0698686845519,1.07629023037
2025-05-12,-1.28818120059,-0.851832466083
2025-05-13,0.488563227753,-0.517749308954
2025-05-14,-0.290275384903,0.932227915109
2025-05-15,-0.128276581517,-0.8369968537
2025-05-16,-1.08461524005,0.723271369205
2025-05-17,-0.667389771833,-0.103722535378
2025-05-18,1.54522218932,-0.19995560996
2025-05-19,0.581825523689,0.720724743373
2025-05-20,0.0247325215819,0.300152278348
2025-05-21,-1.7118881333,-0.0293149001207
2025-05-22,-1.49233588194,-0.738514104362
2025-05-23,-2.1823444023,-0.653971768709
2025-05-24,1.66348183936,-0.121888742296
2025-05-25,0.203231432707,-1.17087928249
2025-05-26,0.312001411689,0.429089053013
2025-05-27,-1.59017860804,0.0877039726977
2025-05-28,0.482426333686,0.658357367237
2025-05-29,-1.51570744692,0.179244974268
2025-05-30,-0.62143574254,0.184409136619
2025-05-31,0.350651278629,-0.0441311064511
2025-06-01,1.00755605981,0.595398559167
2025-06-02,0.0969178955455,0.0153658925801
2025-06-03,0.0558118461517,-0.867351675152
2025-06-04,0.597160913065,0.636511554184
2025-06-05,-0.0297674790793,0.772948294687
2025-06-06,1.27251109328,0.758733410366
2025-06-07,-1.25660053975,0.355291981022
2025-06-08,0.883819950879,0.272275846788
2025-06-09,-0.770190031445,0.433791328533
2025-06-10,0.313918277789,-0.622645729164
2025-06-11,-0.690005185464,-0.0292211294398
2025-06-12,-0.301667561665,0.265027025495
2025-06-13,-0.425903882395,-0.364669606784
2025-06-14,-1.11878657376,-0.535170440148
2025-06-15,-1.40955227655,0.431181705829
2025-06-16,-0.037101924323,-0.0442414988355
2025-06-17,-0.80072991931,-0.505655479009
2025-06-18,0.580673206367,0.0425685628978
2025-06-19,-0.327757438435,1.37021896251
2025-06-20,-0.147827400808,0.406668845353
2025-06-21,0.254173164469,0.381808333086
2025-06-22,0.674303949652,0.845698523903
2025-06-23,-1.50872866933,-1.03958636715
2025-06-24,0.342753527826,0.100478464934
2025-06-25,0.596077484409,0.184505452804
2025-06-26,-0.404943018724,-0.736445814538
2025-06-27,1.35642054291,1.07609245311
2025-06-28,0.67531276455,1.54840051957
2025-06-29,-1.27999315549,-1.08470887808
