Date,y,xreg1
2024-02-26,-0.4758913377,0.1595756212
2024-02-27,2.7123022835,0.1597085196
2024-02-28,-3.5265737203,0.1598166016
2024-02-29,-0.5610596106,0.1598997995
2024-03-01,-1.7093741369,0.1599580613
2024-03-02,-1.0896939783,0.1599913506
2024-03-03,1.5115108727,0.1599996466
2024-03-04,-1.5159667383,0.1599829441
2024-03-05,0.6047738661,0.1599412536
2024-03-06,2.4619388882,0.1598746011
2024-03-07,-0.0587839173,0.1597830283
2024-03-08,0.0222898738,0.1596665924
2024-03-09,0.3404504924,0.1595253662
2024-03-10,-0.1719654733,0.1593594379
2024-03-11,0.7148627575,0.1591689112
2024-03-12,-0.3316543149,0.1589539052
2024-03-13,0.0045099300,0.1587145543
2024-03-14,-2.2660606035,0.1584510081
2024-03-15,0.2416622420,0.1581634313
2024-03-16,-0.0195749682,0.1578520035
2024-03-17,-1.8461183298,0.1575169195
2024-03-18,-1.0636188347,0.1571583886
2024-03-19,0.0286022720,0.1567766349
2024-03-20,1.4671279996,0.1563718971
2024-03-21,-0.2005219032,0.1559444280
2024-03-22,0.0133173704,0.1554944947
2024-03-23,0.2949139119,0.1550223786
2024-03-24,1.6453001119,0.1545283747
2024-03-25,0.2486137175,0.1540127916
2024-03-26,0.1170947595,0.1534759516
2024-03-27,0.3085223616,0.1529181903
2024-03-28,0.0638033861,0.1523398562
2024-03-29,-0.5692075905,0.1517413107
2024-03-30,-1.5280845097,0.1511229279
2024-03-31,-0.8634409640,0.1504850943
2024-04-01,1.3598697406,0.1498282085
2024-04-02,1.6326255454,0.1491526810
2024-04-03,-2.3214473496,0.1484589341
2024-04-04,-1.3011343474,0.1477474013
2024-04-05,0.3879953648,0.1470185272
2024-04-06,0.4295765635,0.1462727675
2024-04-07,0.3779015488,0.1455105881
2024-04-08,-0.9326715821,0.1447324654
2024-04-09,-3.4928884720,0.1439388858
2024-04-10,-0.6754613792,0.1431303451
2024-04-11,-0.8329438521,0.1423073487
2024-04-12,-0.6684502500,0.1414704109
2024-04-13,1.5195481087,0.1406200549
2024-04-14,1.4846534584,0.1397568119
2024-04-15,1.7408185005,0.1388812217
2024-04-16,-0.7347543187,0.1379938312
2024-04-17,0.7447241523,0.1370951952
2024-04-18,-2.6052670874,0.1361858753
2024-04-19,-0.2983875993,0.1352664397
2024-04-20,1.3604244439,0.1343374631
2024-04-21,-1.1608798008,0.1333995260
2024-04-22,0.9699169540,0.1324532147
2024-04-23,-0.1407910467,0.1314991205
2024-04-24,0.4536813523,0.1305378397
2024-04-25,-2.5560746196,0.1295699732
2024-04-26,1.6482856263,0.1285961257
2024-04-27,2.7868621712,0.1276169059
2024-04-28,-1.4667036178,0.1266329258
2024-04-29,-2.4173960919,0.1256448003
2024-04-30,1.6564315825,0.1246531470
2024-05-01,1.8623954766,0.1236585857
2024-05-02,0.8920341904,0.1226617378
2024-05-03,-2.6072779392,0.1216632265
2024-05-04,1.1597326089,0.1206636757
2024-05-05,-1.2412285704,0.1196637101
2024-05-06,-1.1239135975,0.1186639547
2024-05-07,0.4469242210,0.1176650343
2024-05-08,1.6063954213,0.1166675731
2024-05-09,0.0371181977,0.1156721946
2024-05-10,-0.6833336661,0.1146795209
2024-05-11,-0.7730567927,0.1136901722
2024-05-12,-0.1535149077,0.1127047670
2024-05-13,-0.9163508562,0.1117239211
2024-05-14,0.4999988022,0.1107482475
2024-05-15,0.4361115656,0.1097783559
2024-05-16,-0.8418410442,0.1088148525
2024-05-17,-0.1110964422,0.1078583395
2024-05-18,-0.4120636716,0.1069094146
2024-05-19,1.1389811438,0.1059686709
2024-05-20,-1.0580077278,0.1050366963
2024-05-21,-0.2639577963,0.1041140733
2024-05-22,0.0525436585,0.1032013785
2024-05-23,0.6134753361,0.1022991823
2024-05-24,-2.4810969864,0.1014080485
2024-05-25,1.7846173871,0.1005285341
2024-05-26,0.9542846738,0.0996611887
2024-05-27,-0.8654998388,0.0988065544
2024-05-28,0.2232592363,0.0979651653
2024-05-29,-1.3380043166,0.0971375473
2024-05-30,0.6948651028,0.0963242175
2024-05-31,-2.1749785486,0.0955256844
2024-06-01,-0.6573371981,0.0947424469
2024-06-02,1.3606364010,0.0939749945
2024-06-03,0.3622835804,0.0932238070
2024-06-04,1.5948685045,0.0924893536
2024-06-05,0.8796725784,0.0917720936
2024-06-06,0.5009915563,0.0910724750
2024-06-07,0.5666137189,0.0903909353
2024-06-08,1.1874234540,0.0897279002
2024-06-09,0.5073720134,0.0890837842
2024-06-10,-0.3777080555,0.0884589898
2024-06-11,-0.1610295669,0.0878539076
2024-06-12,1.8375758693,0.0872689156
2024-06-13,0.0575480325,0.0867043794
2024-06-14,-0.6129563686,0.0861606520
2024-06-15,-0.0749929830,0.0856380730
2024-06-16,-1.1390403687,0.0851369691
2024-06-17,0.2865822567,0.0846576535
2024-06-18,-0.7840970650,0.0842004257
2024-06-19,1.3661686403,0.0837655714
2024-06-20,-0.2481288087,0.0833533625
2024-06-21,-0.9615064009,0.0829640566
2024-06-22,1.5010708910,0.0825978969
2024-06-23,-0.9508870450,0.0822551123
2024-06-24,-0.3457124956,0.0819359170
2024-06-25,-0.6462650112,0.0816405106
2024-06-26,-0.3438984104,0.0813690776
2024-06-27,2.4617253010,0.0811217876
2024-06-28,-0.0017985889,0.0808987953
2024-06-29,-2.3499715684,0.0807002399
2024-06-30,-1.2033927735,0.0805262457
2024-07-01,0.6435953002,0.0803769212
2024-07-02,-1.1885739324,0.0802523599
2024-07-03,-0.7349678791,0.0801526395
2024-07-04,0.1907268359,0.0800778224
2024-07-05,0.0022946701,0.0800279555
2024-07-06,1.5092870211,0.0800030697
2024-07-07,-3.5718957380,0.0800031807
2024-07-08,-0.5515929375,0.0800282884
2024-07-09,1.7251019684,0.0800783772
2024-07-10,-0.7521674155,0.0801534156
2024-07-11,-2.6856466282,0.0802533569
2024-07-12,-1.2997838778,0.0803781386
2024-07-13,0.1633499287,0.0805276826
2024-07-14,1.4881589019,0.0807018955
2024-07-15,-0.2041696759,0.0809006685
2024-07-16,0.5926737559,0.0811238772
2024-07-17,1.5002519738,0.0813713823
2024-07-18,0.0862594483,0.0816430290
2024-07-19,1.6690255960,0.0819386476
2024-07-20,0.6837623411,0.0822580533
2024-07-21,1.3012475332,0.0826010464
2024-07-22,-1.1490015182,0.0829674127
2024-07-23,0.8476999528,0.0833569232
2024-07-24,1.4071857495,0.0837693343
2024-07-25,0.9992048350,0.0842043885
2024-07-26,-1.8766121622,0.0846618138
2024-07-27,-0.8568639038,0.0851413242
2024-07-28,-0.2187133917,0.0856426203
2024-07-29,2.4483883197,0.0861653885
2024-07-30,2.2412863744,0.0867093023
2024-07-31,0.4240944538,0.0872740217
2024-08-01,-0.0576738822,0.0878591938
2024-08-02,-0.6348456213,0.0884644528
2024-08-03,-0.1117030617,0.0890894205
2024-08-04,-1.2759394359,0.0897337063
2024-08-05,-0.9442425974,0.0903969076
2024-08-06,1.5891052672,0.0910786098
2024-08-07,0.4545062886,0.0917783870
2024-08-08,-0.4578014336,0.0924958017
2024-08-09,-0.7481950071,0.0932304057
2024-08-10,-1.0074118023,0.0939817398
2024-08-11,0.1343884304,0.0947493345
2024-08-12,0.0229563872,0.0955327100
2024-08-13,0.2367800403,0.0963313768
2024-08-14,-0.8810671769,0.0971448357
2024-08-15,0.2730336018,0.0979725783
2024-08-16,-0.1251260341,0.0988140873
2024-08-17,0.4773896549,0.0996688369
2024-08-18,0.7211609320,0.1005362928
2024-08-19,0.5243580086,0.1014159128
2024-08-20,-0.7917701150,0.1023071473
2024-08-21,0.1315437086,0.1032094393
2024-08-22,1.5405640134,0.1041222248
2024-08-23,0.3264030679,0.1050449334
2024-08-24,-0.0297650365,0.1059769884
2024-08-25,-1.1538540758,0.1069178074
2024-08-26,-0.1890749329,0.1078668023
2024-08-27,0.4878932947,0.1088233801
2024-08-28,0.2605124938,0.1097869429
2024-08-29,0.4949992903,0.1107568885
2024-08-30,-1.5586800283,0.1117326107
2024-08-31,-1.7658786947,0.1127134998
2024-09-01,-0.9497880304,0.1136989428
2024-09-02,0.4483981352,0.1146883236
2024-09-03,-0.7701936551,0.1156810242
2024-09-04,-0.9794189715,0.1166764239
2024-09-05,0.6640721094,0.1176739007
2024-09-06,1.5657848756,0.1186728313
2024-09-07,-0.2337733307,0.1196725914
2024-09-08,-0.8630475998,0.1206725560
2024-09-09,-0.7684259406,0.1216721003
2024-09-10,-0.7656490042,0.1226705997
2024-09-11,0.2418027900,0.1236674299
2024-09-12,0.9362076910,0.1246619682
2024-09-13,0.2207196658,0.1256535929
2024-09-14,1.0311436451,0.1266416842
2024-09-15,-0.7137523360,0.1276256248
2024-09-16,-1.8573690682,0.1286047995
2024-09-17,-0.6316205520,0.1295785966
2024-09-18,-1.4793583164,0.1305464073
2024-09-19,-0.7230214911,0.1315076269
2024-09-20,-0.0195052857,0.1324616545
2024-09-21,0.9774237194,0.1334078941
2024-09-22,-0.3271422009,0.1343457541
2024-09-23,2.6066739857,0.1352746486
2024-09-24,-1.1688771936,0.1361939968
2024-09-25,-0.6484323171,0.1371032244
2024-09-26,0.0927162078,0.1380017630
2024-09-27,1.3019145406,0.1388890510
2024-09-28,0.1777457772,0.1397645340
2024-09-29,2.1719498308,0.1406276649
2024-09-30,1.8934538598,0.1414779041
2024-10-01,2.3891734945,0.1423147203
2024-10-02,0.3699308077,0.1431375906
2024-10-03,0.6986976126,0.1439460006
2024-10-04,0.3137862965,0.1447394451
2024-10-05,1.1854405172,0.1455174283
2024-10-06,-0.1117990240,0.1462794639
2024-10-07,-0.2500586674,0.1470250758
2024-10-08,0.5341420518,0.1477537978
2024-10-09,-1.1261360641,0.1484651746
2024-10-10,-0.0101103227,0.1491587616
2024-10-11,-1.9690818802,0.1498341253
2024-10-12,0.3848203875,0.1504908437
2024-10-13,0.9343141341,0.1511285063
2024-10-14,-0.4574103800,0.1517467146
2024-10-15,2.2735238997,0.1523450822
2024-10-16,2.3365449621,0.1529232352
2024-10-17,0.8710309449,0.1534808122
2024-10-18,-0.1963156337,0.1540174648
2024-10-19,-0.1850502250,0.1545328576
2024-10-20,-0.3525327693,0.1550266685
2024-10-21,1.1232920757,0.1554985889
2024-10-22,0.5726430777,0.1559483238
2024-10-23,0.4100701371,0.1563755922
2024-10-24,-1.0813343158,0.1567801270
2024-10-25,-0.3632407873,0.1571616755
2024-10-26,-1.1705879278,0.1575199991
2024-10-27,1.4078571975,0.1578548739
2024-10-28,0.0691799581,0.1581660907
2024-10-29,-1.2413846880,0.1584534548
2024-10-30,-0.1775754020,0.1587167869
2024-10-31,0.4752426452,0.1589559222
2024-11-01,2.6091116529,0.1591707113
2024-11-02,-0.8794488555,0.1593610200
2024-11-03,1.0516405838,0.1595267294
2024-11-04,1.9022106223,0.1596677358
2024-11-05,1.6009164972,0.1597839512
2024-11-06,1.6030580722,0.1598753029
2024-11-07,-1.1317209277,0.1599417338
2024-11-08,0.4332210507,0.1599832025
2024-11-09,-0.6448777578,0.1599996829
2024-11-10,1.2022180256,0.1599911649
2024-11-11,1.2870376092,0.1599576537
2024-11-12,-0.8370078499,0.1598991702
2024-11-13,0.9807918205,0.1598157511
2024-11-14,-0.7659954618,0.1597074484
2024-11-15,-0.0202648044,0.1595743299
2024-11-16,-0.5794808461,0.1594164787
2024-11-17,-0.1398295666,0.1592339934
2024-11-18,0.3943218074,0.1590269882
2024-11-19,-0.2106430899,0.1587955924
2024-11-20,0.5535668551,0.1585399507
2024-11-21,1.4393362334,0.1582602227
2024-11-22,1.4835707237,0.1579565833
2024-11-23,-0.0846260812,0.1576292223
2024-11-24,0.5047510901,0.1572783442
2024-11-25,0.5722316279,0.1569041684
2024-11-26,-1.7043673417,0.1565069287
2024-11-27,0.2734835342,0.1560868734
2024-11-28,1.3919252122,0.1556442649
2024-11-29,1.1931797587,0.1551793799
2024-11-30,-0.7004895064,0.1546925090
2024-12-01,-0.4376075522,0.1541839563
2024-12-02,-0.2446489617,0.1536540398
2024-12-03,1.2858589672,0.1531030907
2024-12-04,-2.1644437652,0.1525314531
2024-12-05,1.8112496507,0.1519394845
2024-12-06,1.4781829973,0.1513275547
2024-12-07,-0.5946887613,0.1506960463
2024-12-08,-2.1629199299,0.1500453538
2024-12-09,5.3943193316,0.1493758839
2024-12-10,2.6488707655,0.1486880551
2024-12-11,-0.7692815255,0.1479822971
2024-12-12,-0.4771848566,0.1472590512
2024-12-13,1.9429171777,0.1465187692
2024-12-14,-0.4401095787,0.1457619139
2024-12-15,-1.5540627130,0.1449889582
2024-12-16,1.4480151389,0.1442003852
2024-12-17,-0.6406111932,0.1433966877
2024-12-18,-0.2699673109,0.1425783681
2024-12-19,-0.9517288180,0.1417459377
2024-12-20,1.6054517182,0.1408999169
2024-12-21,-0.7750230358,0.1400408343
2024-12-22,1.2646819926,0.1391692268
2024-12-23,-0.6056661023,0.1382856391
2024-12-24,0.8892852150,0.1373906236
2024-12-25,1.0684580672,0.1364847394
2024-12-26,-2.1645040254,0.1355685528
2024-12-27,2.8206778332,0.1346426364
2024-12-28,-0.2202700466,0.1337075689
2024-12-29,-1.0926804913,0.1327639345
2024-12-30,3.0373760430,0.1318123231
2024-12-31,1.9733038392,0.1308533294
2025-01-01,-1.5962151645,0.1298875527
2025-01-02,1.9327598769,0.1289155966
2025-01-03,2.0316883645,0.1279380685
2025-01-04,0.6477416093,0.1269555794
2025-01-05,-0.2146164772,0.1259687433
2025-01-06,0.8979919665,0.1249781769
2025-01-07,0.5703810333,0.1239844994
2025-01-08,2.1983753465,0.1229883316
2025-01-09,2.5908778916,0.1219902963
2025-01-10,0.9886311097,0.1209910170
2025-01-11,0.1630742670,0.1199911184
2025-01-12,-0.5636349810,0.1189912254
2025-01-13,1.2631297846,0.1179919628
2025-01-14,0.1916791268,0.1169939552
2025-01-15,1.0330070834,0.1159978262
2025-01-16,-0.5881070050,0.1150041985
2025-01-17,-1.3429288748,0.1140136930
2025-01-18,-0.3612003250,0.1130269288
2025-01-19,-1.9605455832,0.1120445224
2025-01-20,0.2220771110,0.1110670880
2025-01-21,-2.1707062624,0.1100952364
2025-01-22,1.0080706572,0.1091295749
2025-01-23,0.3293624293,0.1081707071
2025-01-24,0.6409444532,0.1072192323
2025-01-25,-0.8342927820,0.1062757449
2025-01-26,-0.6200795080,0.1053408348
2025-01-27,-0.2568907899,0.1044150862
2025-01-28,-1.2103024088,0.1034990777
2025-01-29,0.5882326183,0.1025933817
2025-01-30,1.5346688434,0.1016985642
2025-01-31,-0.9813334126,0.1008151846
2025-02-01,0.9636302201,0.0999437949
2025-02-02,2.1171852465,0.0990849396
2025-02-03,-1.9684338736,0.0982391556
2025-02-04,1.5485053516,0.0974069713
2025-02-05,1.9314877974,0.0965889070
2025-02-06,-2.0134064157,0.0957854739
2025-02-07,0.7724467037,0.0949971740
2025-02-08,-3.4590086885,0.0942245001
2025-02-09,-1.2164806498,0.0934679351
2025-02-10,-1.2635929073,0.0927279517
2025-02-11,-0.0559093004,0.0920050125
2025-02-12,1.2110704354,0.0912995692
2025-02-13,-1.8465024911,0.0906120628
2025-02-14,-0.5321816770,0.0899429228
2025-02-15,-1.9198703186,0.0892925676
2025-02-16,-0.6362510444,0.0886614035
2025-02-17,0.7559351783,0.0880498250
2025-02-18,0.4887803510,0.0874582144
2025-02-19,-0.4795010014,0.0868869412
2025-02-20,0.8218996537,0.0863363627
2025-02-21,-1.1837863432,0.0858068229
2025-02-22,0.8748461289,0.0852986526
2025-02-23,2.3823397518,0.0848121696
2025-02-24,-1.4868958704,0.0843476778
2025-02-25,-0.3677582580,0.0839054676
2025-02-26,-0.8075815917,0.0834858153
2025-02-27,-0.1320811956,0.0830889831
2025-02-28,0.1813749940,0.0827152192
2025-03-01,-0.6431959430,0.0823647570
2025-03-02,-1.2450981065,0.0820378156
2025-03-03,0.1554674432,0.0817345993
2025-03-04,0.3516489687,0.0814552977
2025-03-05,-1.4489599327,0.0812000853
2025-03-06,-0.8141402975,0.0809691215
2025-03-07,0.7480059438,0.0807625508
2025-03-08,-0.6050033106,0.0805805022
2025-03-09,1.7370252941,0.0804230895
2025-03-10,1.2810416163,0.0802904111
2025-03-11,0.3071849068,0.0801825499
2025-03-12,-0.1636079604,0.0800995733
2025-03-13,0.6048844342,0.0800415331
2025-03-14,0.4330947340,0.0800084657
2025-03-15,1.2381265688,0.0800003917
2025-03-16,0.9414003839,0.0800173162
2025-03-17,0.4766849748,0.0800592285
2025-03-18,0.4251112715,0.0801261026
2025-03-19,0.8631895334,0.0802178965
2025-03-20,-0.4858681188,0.0803345529
2025-03-21,0.4448694666,0.0804759989
2025-03-22,-1.1618728216,0.0806421462
2025-03-23,-0.8269210138,0.0808328908
2025-03-24,-0.6492940197,0.0810481136
2025-03-25,1.3058455334,0.0812876801
2025-03-26,0.0982920563,0.0815514405
2025-03-27,1.3639185395,0.0818392300
2025-03-28,-1.8083273244,0.0821508687
2025-03-29,1.0827388059,0.0824861620
2025-03-30,-1.0169821555,0.0828449001
2025-03-31,0.0305920214,0.0832268590
2025-04-01,0.9169800375,0.0836317999
2025-04-02,-0.3166249874,0.0840594697
2025-04-03,-1.2147548424,0.0845096012
2025-04-04,0.5905681543,0.0849819130
2025-04-05,0.2693580141,0.0854761100
2025-04-06,-0.4035715673,0.0859918833
2025-04-07,0.7279131596,0.0865289106
2025-04-08,0.2448786386,0.0870868562
2025-04-09,1.4215275750,0.0876653715
2025-04-10,-1.8173783604,0.0882640948
2025-04-11,-1.2863422114,0.0888826521
2025-04-12,2.3224895073,0.0895206566
2025-04-13,-1.2071410982,0.0901777098
2025-04-14,2.5319875003,0.0908534010
2025-04-15,0.1832453827,0.0915473078
2025-04-16,-2.2753742956,0.0922589966
2025-04-17,-1.0533339141,0.0929880227
2025-04-18,-1.8297503729,0.0937339303
2025-04-19,-1.6559825817,0.0944962534
2025-04-20,1.4964113015,0.0952745155
2025-04-21,1.8670445085,0.0960682302
2025-04-22,-2.1388675786,0.0968769015
2025-04-23,-2.6033654387,0.0977000240
2025-04-24,-3.2276792878,0.0985370833
2025-04-25,0.9504819163,0.0993875562
2025-04-26,-4.1163091614,0.1002509111
2025-04-27,-1.0427757560,0.1011266086
2025-04-28,-0.7236490398,0.1020141014
2025-04-29,0.6936005362,0.1029128348
2025-04-30,0.4413465949,0.1038222471
2025-05-01,0.3023765286,0.1047417699
2025-05-02,1.4065964944,0.1056708287
2025-05-03,-0.0920218027,0.1066088427
2025-05-04,0.8533098419,0.1075552258
2025-05-05,-0.8806040208,0.1085093864
2025-05-06,0.0235461362,0.1094707283
2025-05-07,0.8653186866,0.1104386507
2025-05-08,-0.6234845526,0.1114125486
2025-05-09,0.8174266933,0.1123918133
2025-05-10,-0.6931314911,0.1133758330
2025-05-11,0.2356881798,0.1143639925
2025-05-12,-0.7436349886,0.1153556743
2025-05-13,-0.7839227769,0.1163502587
2025-05-14,-1.3023202340,0.1173471241
2025-05-15,-1.4632531520,0.1183456474
2025-05-16,-1.6912108201,0.1193452047
2025-05-17,-1.0469394436,0.1203451711
2025-05-18,1.1197577685,0.1213449219
2025-05-19,3.0570685806,0.1223438321
2025-05-20,2.4942025755,0.1233412775
2025-05-21,1.0022702498,0.1243366347
2025-05-22,-1.9080701452,0.1253292817
2025-05-23,-0.3425356757,0.1263185980
2025-05-24,1.2855435475,0.1273039654
2025-05-25,1.1980484562,0.1282847680
2025-05-26,0.9405526101,0.1292603930
2025-05-27,0.9631691196,0.1302302305
2025-05-28,-0.4462535015,0.1311936745
2025-05-29,-1.2719193857,0.1321501227
2025-05-30,-0.2331695596,0.1330989776
2025-05-31,-1.1646301597,0.1340396460
2025-06-01,-0.9775941438,0.1349715400
2025-06-02,1.0239958859,0.1358940774
2025-06-03,-0.0257663866,0.1368066815
2025-06-04,0.4595735113,0.1377087819
2025-06-05,-0.0440735959,0.1385998149
2025-06-06,-1.7383108419,0.1394792237
2025-06-07,-1.0399587351,0.1403464586
2025-06-08,-0.1992370677,0.1412009776
2025-06-09,0.6933252257,0.1420422467
2025-06-10,-0.2242324051,0.1428697400
2025-06-11,0.2763834621,0.1436829406
2025-06-12,-1.2258766912,0.1444813401
2025-06-13,-0.1061984346,0.1452644395
2025-06-14,0.0673598154,0.1460317495
2025-06-15,-1.4102053048,0.1467827905
2025-06-16,0.0479177198,0.1475170931
2025-06-17,0.4204833167,0.1482341984
2025-06-18,1.3412626238,0.1489336583
2025-06-19,-2.6254785840,0.1496150356
2025-06-20,-0.6841911601,0.1502779044
2025-06-21,-0.3648899346,0.1509218506
2025-06-22,-0.7873965369,0.1515464716
2025-06-23,-1.5176923589,0.1521513771
2025-06-24,-0.8160302118,0.1527361890
2025-06-25,-3.1048041429,0.1533005418
2025-06-26,1.8065040638,0.1538440829
2025-06-27,2.7622933759,0.1543664726
2025-06-28,-0.3453868269,0.1548673843
2025-06-29,1.4614024645,0.1553465051
2025-06-30,2.5279017275,0.1558035354
2025-07-01,-1.2694705096,0.1562381897
2025-07-02,0.9653266708,0.1566501963
2025-07-03,0.3265895825,0.1570392977
2025-07-04,-1.2735205766,0.1574052508
2025-07-05,0.6888353820,0.1577478268
2025-07-06,-0.3498891983,0.1580668116
2025-07-07,-1.8259582997,0.1583620059
2025-07-08,2.5482890345,0.1586332252
2025-07-09,0.7345646989,0.1588803001
2025-07-10,-0.7168012713,0.1591030759
2025-07-11,-2.2563619570,0.1593014137
2025-07-12,0.8455518185,0.1594751893
2025-07-13,-0.5196353239,0.1596242942
2025-07-14,-0.3811769141,0.1597486353
2025-07-15,0.2677269285,0.1598481347
2025-07-16,1.3056979015,0.1599227303
2025-07-17,-0.4555231323,0.1599723755
2025-07-18,2.7788514190,0.1599970393
2025-07-19,-0.4204263387,0.1599967063
2025-07-20,-0.2896337636,0.1599713766
2025-07-21,-1.1305718751,0.1599210661
2025-07-22,0.1548543878,0.1598458062
2025-07-23,0.6891918241,0.1597456440
2025-07-24,1.0205299424,0.1596206421
2025-07-25,-0.2402747058,0.1594708786
2025-07-26,-0.5205533820,0.1592964470
2025-07-27,1.4036928529,0.1590974565
2025-07-28,-0.4399721573,0.1588740313
2025-07-29,-1.2243250821,0.1586263111
2025-07-30,1.0389481859,0.1583544507
2025-07-31,-1.1592211022,0.1580586200
2025-08-01,-1.0200291614,0.1577390039
2025-08-02,-1.9158271017,0.1573958022
2025-08-03,1.5953306100,0.1570292293
2025-08-04,-2.1095512151,0.1566395144
2025-08-05,-1.0511889314,0.1562269010
2025-08-06,0.1730666120,0.1557916469
2025-08-07,-0.3494854452,0.1553340242
2025-08-08,0.6112529512,0.1548543189
2025-08-09,-0.9966283884,0.1543528308
2025-08-10,-0.1434467586,0.1538298732
2025-08-11,0.5581881121,0.1532857732
2025-08-12,1.5721138804,0.1527208705
2025-08-13,0.0488312968,0.1521355184
2025-08-14,0.6159115539,0.1515300827
2025-08-15,-1.0163870018,0.1509049417
2025-08-16,1.5670406421,0.1502604861
2025-08-17,-0.9474543421,0.1495971186
2025-08-18,0.4519377746,0.1489152540
2025-08-19,0.1712995016,0.1482153182
2025-08-20,-0.1562734209,0.1474977488
2025-08-21,0.4383981632,0.1467629942
2025-08-22,1.6664461312,0.1460115136
