Date,Value
2026-01-28,-0.473435975152
2026-01-01,-0.496685907723
2026-01-02,-0.465406002567
2026-01-03,-0.384381569497
2026-01-04,-0.259435491226
2026-01-05,-0.094860269033
2026-01-06,0.107121327415
2026-01-07,0.344945447860
2026-01-08,0.614110194434
2026-01-09,0.901400050335
2026-01-10,1.178457967219
2026-01-11,1.399326143940
2026-01-12,1.509906467601
2026-01-13,1.476333085393
2026-01-14,1.327027319975
2026-01-15,1.177827388715
2026-01-16,1.189160219033
2026-01-17,1.432749754541
2026-01-18,1.753193005097
2026-01-19,1.820170806436
2026-01-20,1.467336462161
2026-01-21,1.008394539506
2026-01-22,0.963398581937
2026-01-23,1.275634448231
2026-01-24,1.216021974957
2026-01-25,0.585640943682
2026-01-26,0.288414258504
2026-01-27,0.634536860719
2026-01-28,0.488342618204
2026-01-01,-0.211816996432
2026-01-02,-0.083432382887
2026-01-03,0.171248981234
2026-01-04,-0.511815888742
2026-01-05,-0.430785777346
2026-01-06,-0.076712142700
2026-01-07,-0.736860475720
2026-01-08,-0.315315364942
2026-01-09,-0.250131999491
2026-01-10,-0.632365657009
2026-01-11,0.107281301696
2026-01-12,-0.432098134027
2026-01-13,0.198721225489
2026-01-14,0.055170263142
2026-01-15,0.303117158745
2026-01-16,0.546868716133
2026-01-17,0.532539718707
2026-01-18,0.947032359404
2026-01-19,0.857749879350
2026-01-20,1.223008193587
