Date,x,y
2025-01-20,0.3436735694,0.0698436010
2025-01-21,0.0945180229,-0.1254255659
2025-01-22,0.1142676071,-0.2161790657
2025-01-23,-0.0240850913,0.1314631351
2025-01-24,0.1438096265,0.0413704261
2025-01-25,0.2231405900,0.0017554424
2025-01-26,0.2833901159,-0.1380345216
2025-01-27,0.0708369539,-0.1779542731
2025-01-28,-0.1734537732,-0.0138007856
2025-01-01,0.0699383129,-0.0034356013
2025-01-02,0.1216145389,-0.2102892950
2025-01-03,-0.0149583665,-0.2370302410
2025-01-04,0.0009595750,0.0406069317
2025-01-05,-0.2009578405,-0.0975073517
2025-01-06,-0.0391405861,0.0220813476
2025-01-07,-0.0167357194,0.0593819631
2025-01-08,0.0134001084,-0.1357991874
2025-01-09,0.3541184927,0.0312817086
2025-01-10,-0.0333737185,-0.0116621017
2025-01-11,0.0270280682,-0.1481770688
2025-01-12,-0.0073502600,0.0597557871
2025-01-13,0.2935597062,-0.0755243574
2025-01-14,0.4044262477,-0.0681761570
2025-01-15,0.1547665379,-0.0431831073
2025-01-16,-0.0447704118,-0.0710703175
2025-01-17,0.0514867717,-0.2801889048
2025-01-18,0.1883425337,-0.1812819121
2025-01-19,0.1309609035,-0.1128826330
2025-01-20,0.0893696466,0.1056010841
2025-01-21,0.3921155668,0.0311347947
2025-01-22,0.1562328538,0.0022953662
2025-01-23,-0.0851949685,0.0881051512
2025-01-24,0.2751748477,0.1519231042
2025-01-25,0.0912517959,-0.0602922318
2025-01-26,0.1783626061,0.1203806422
2025-01-27,0.1508355694,0.0872758349
2025-01-28,0.2109438104,-0.0623574375
2025-01-01,0.1921847318,-0.1649309863
2025-01-02,0.0287017902,-0.1163236536
2025-01-03,0.1831563967,-0.2534961945
2025-01-04,0.0198423589,-0.0077650258
2025-01-05,0.0096648137,0.2387403649
2025-01-06,-0.1552743962,0.1190068358
2025-01-07,-0.1033375129,-0.0094596454
2025-01-08,-0.1360823620,0.1483196558
2025-01-09,-0.1290840736,-0.0193255687
2025-01-10,0.1330848265,0.1700295135
2025-01-11,0.2317956572,-0.1719310204
2025-01-12,0.2717502646,0.0654250398
2025-01-13,0.0493826068,0.0758692936
2025-01-14,-0.0652087421,0.1459775054
2025-01-15,-0.0471869038,0.0124879527
2025-01-16,0.1140018861,-0.0002983296
2025-01-17,0.2229728171,-0.2324596326
2025-01-18,0.1182989071,-0.1961782449
2025-01-19,-0.0835077202,-0.1230635281
2025-01-20,0.1908581060,0.1923401440
2025-01-21,0.1783887476,0.0562125930
2025-01-22,0.1410329277,0.1128763114
2025-01-23,0.3302895132,-0.1658674137
2025-01-24,0.3903187357,-0.1039221515
2025-01-25,0.1752356376,-0.0521118950
2025-01-26,0.3594970799,0.0051490141
2025-01-27,-0.0461944129,-0.0614069814
2025-01-28,0.1927861844,-0.1183352683
2025-01-01,0.3462139902,0.0016250502
2025-01-02,0.3950780759,-0.0486910258
2025-01-03,0.1597705880,-0.1217511649
2025-01-04,-0.0033309323,-0.0152999956
2025-01-05,0.0670998012,0.1035073875
2025-01-06,0.1514489737,-0.1620974805
2025-01-07,0.2458274697,-0.0562564861
2025-01-08,0.2475303155,0.0001848219
2025-01-09,0.4273206191,0.0109329399
2025-01-10,0.3488183912,0.1875101019
2025-01-11,0.2729696077,0.0220826644
2025-01-12,0.2004639075,0.0705594631
2025-01-13,0.4419647522,0.2747880075
2025-01-14,0.5618399521,-0.0963033426
2025-01-15,0.4280659085,0.1021398068
2025-01-16,0.2268588144,0.0404375697
2025-01-17,-0.0117412161,-0.1803695390
2025-01-18,0.3241033914,-0.1986084438
2025-01-19,0.1505821004,0.1299089659
2025-01-20,0.1713132761,0.1722474538
2025-01-21,0.1941093648,0.0864919054
2025-01-22,0.2749401936,0.0844091052
2025-01-23,0.1886230826,-0.1176625495
2025-01-24,0.2223949131,0.0341462476
2025-01-25,0.1218108113,0.0566885324
2025-01-26,0.3028859155,0.2603677233
2025-01-27,0.2452832517,-0.0697442778
2025-01-28,0.3398549511,0.0492348348
2025-01-01,0.3005771117,-0.1891235440
2025-01-02,0.2541239192,0.0434260879
2025-01-03,0.1211444206,-0.0261139750
2025-01-04,0.0705650595,-0.0493554317
2025-01-05,0.1348176291,-0.1121184282
2025-01-06,-0.0220937232,0.0863636594
2025-01-07,-0.3330954219,-0.1958286550
2025-01-08,-0.1844232121,-0.2045356604
2025-01-09,0.1267851058,0.0438997651
2025-01-10,0.1014306568,-0.0701305991
2025-01-11,0.1712312060,-0.1461138965
2025-01-12,0.1887750175,-0.0020752582
2025-01-13,-0.0932416565,0.0678756694
2025-01-14,-0.1316111574,-0.0141491185
2025-01-15,-0.0399978603,-0.0547142084
2025-01-16,0.0083547922,-0.2264034261
2025-01-17,0.0142868607,-0.0981473790
2025-01-18,-0.2048132845,0.0873081197
2025-01-19,0.1617921956,-0.0855112778
2025-01-20,0.0250484736,-0.3684858269
2025-01-21,0.0454308648,0.0792867851
2025-01-22,0.3151715395,-0.1010986760
2025-01-23,0.2530251209,0.1369605471
2025-01-24,0.2887264436,0.0724634219
2025-01-25,0.2483056695,-0.0249895951
2025-01-26,0.1270885440,-0.0730117573
2025-01-27,0.4669174119,-0.0905466362
2025-01-28,0.5073758714,-0.0537404157
2025-01-01,0.4187920211,-0.0016104395
2025-01-02,0.2197599036,-0.0141869812
2025-01-03,-0.1933854063,-0.2155105764
2025-01-04,-0.0736146995,-0.3326019809
2025-01-05,0.2797370457,-0.2948784386
2025-01-06,0.0273874252,-0.2520771116
2025-01-07,0.1439514915,-0.0432430773
2025-01-08,0.0901807278,-0.2156816644
2025-01-09,-0.0241730281,-0.0199820237
2025-01-10,-0.0995726166,0.1534199884
2025-01-11,-0.1410126097,0.0676746704
2025-01-12,-0.0029729845,0.1265683946
2025-01-13,0.1246710703,-0.0291329537
2025-01-14,0.2587619075,0.0023695426
2025-01-15,-0.0050206241,0.2042277956
2025-01-16,-0.1549020383,0.0271498458
2025-01-17,-0.0858604107,0.0942539808
2025-01-18,-0.1771049586,-0.0039941125
2025-01-19,-0.4272590747,0.0191064421
2025-01-20,-0.3004388800,-0.1106888301
2025-01-21,-0.1181899091,-0.1554314988
2025-01-22,0.1062153242,-0.0131214418
2025-01-23,-0.0966959590,-0.0493612697
2025-01-24,0.1621545138,0.0671166021
2025-01-25,0.2383958126,-0.0167180908
2025-01-26,0.0422312222,0.0814695406
2025-01-27,0.1417031660,-0.2102210348
2025-01-28,0.0239540963,-0.2163007587
2025-01-01,0.1453773085,0.0303649094
2025-01-02,0.1627098818,0.0190680498
2025-01-03,0.3369486379,0.1740284796
2025-01-04,0.2176013482,0.1460983005
2025-01-05,0.1745196335,-0.0721452866
2025-01-06,0.3069697682,0.0862044021
2025-01-07,0.2440142116,0.0342731234
2025-01-08,0.3713087746,-0.0125667942
2025-01-09,0.2441355640,-0.1590285218
2025-01-10,0.0769549157,-0.0042131678
2025-01-11,0.0883508803,-0.1451815604
2025-01-12,0.0815778189,-0.2284084232
2025-01-13,0.1819250763,-0.2183360059
2025-01-14,0.1080545012,0.0148365169
2025-01-15,-0.1143042850,-0.0696796133
2025-01-16,-0.0492052362,-0.0779456206
2025-01-17,0.1878974426,-0.0622751516
2025-01-18,0.3582236615,0.1022076456
2025-01-19,0.2502620514,0.0589581366
2025-01-20,0.3257006345,-0.0755318152
2025-01-21,0.1201370893,-0.1009206047
2025-01-22,0.4029311856,0.0928718516
2025-01-23,0.4089136782,0.0679211573
2025-01-24,0.2791189431,-0.1447600011
2025-01-25,0.2996762104,0.0398656851
2025-01-26,0.2306253084,0.1254776013
2025-01-27,0.1896520787,0.1007230906
2025-01-28,0.3285805983,-0.1486635283
2025-01-01,0.1554734094,0.0003193772
2025-01-02,0.1469343064,-0.1593739369
2025-01-03,0.2699494716,-0.1768316880
2025-01-04,0.0115760110,-0.0014403072
2025-01-05,0.1185809208,-0.3425622363
2025-01-06,0.0259837028,-0.2609501870
2025-01-07,-0.0255136509,-0.1234910375
2025-01-08,0.1560779881,0.0978737047
2025-01-09,-0.0049263668,0.0622793640
2025-01-10,-0.0527745861,0.0073392126
2025-01-11,0.1317231524,0.0180982074
2025-01-12,-0.0535155091,0.0008756718
2025-01-13,0.0536494344,-0.1272448190
2025-01-14,0.0317200975,-0.1549850036
2025-01-15,0.3046530394,-0.0942524948
2025-01-16,0.0747742126,-0.0103137933
2025-01-17,0.0083493554,-0.0452152125
2025-01-18,-0.1191041817,-0.2506418287
2025-01-19,0.0203788247,-0.1977528102
2025-01-20,0.0240728435,-0.1654568118
2025-01-21,0.1312981118,-0.1933921611
2025-01-22,-0.0148475839,-0.0506918326
2025-01-23,0.0058333695,-0.2728290453
2025-01-24,0.0757706740,0.1569584866
2025-01-25,0.0883778168,0.0814881325
2025-01-26,0.2120494390,-0.2303733982
2025-01-27,0.1905606582,-0.0812504094
2025-01-28,0.1405232220,-0.0034448582
2025-01-01,0.2381513650,-0.0659996381
2025-01-02,0.3728309879,-0.0273307015
2025-01-03,0.2148277006,0.0427688965
2025-01-04,0.3220215011,0.0432733620
2025-01-05,-0.1355147296,-0.0542023382
2025-01-06,-0.2974754285,-0.1845691912
2025-01-07,-0.3415921543,0.0271429950
2025-01-08,-0.0111197257,0.1608083501
2025-01-09,-0.1318868837,0.1125873140
2025-01-10,0.0035266550,-0.0389332619
2025-01-11,-0.0928706880,-0.1210447438
2025-01-12,-0.1021453443,-0.0771082548
2025-01-13,0.1199581466,-0.1131802420
2025-01-14,0.0243831854,-0.0861114016
2025-01-15,0.1617556842,0.0287000271
2025-01-16,0.5942900511,0.1215823665
2025-01-17,0.4322066449,0.1447258697
2025-01-18,0.1418469857,0.1025806606
2025-01-19,0.1173118502,0.0540716157
2025-01-20,0.2174867975,0.2071274900
2025-01-21,0.0607432757,0.2725778701
2025-01-22,-0.1361062195,-0.1399916503
2025-01-23,0.0765337578,0.0520926251
2025-01-24,0.2200566717,0.0514230040
2025-01-25,0.2030604680,-0.1130490138
2025-01-26,0.4133481969,-0.1028101993
2025-01-27,0.4533487246,0.0404179491
2025-01-28,0.2924174929,0.0550966255
2025-01-01,0.1186416650,-0.1690859734
2025-01-02,0.2788030422,0.1248434337
2025-01-03,0.2726495671,-0.0986641963
2025-01-04,0.0281485119,-0.0654075707
2025-01-05,0.2464097610,-0.2149101860
2025-01-06,0.0835350746,0.0810160974
2025-01-07,0.2472439327,0.2659574297
2025-01-08,0.2423820532,-0.1131817653
2025-01-09,0.2578782705,-0.0973092650
2025-01-10,0.0650756679,-0.1956716653
2025-01-11,-0.0300069604,-0.2501468592
2025-01-12,0.1517554298,-0.2533007454
2025-01-13,0.1404443808,-0.1456306226
2025-01-14,0.0385433208,-0.2191286159
2025-01-15,0.2323994262,-0.1874264775
2025-01-16,0.0992134363,0.2132375667
2025-01-17,0.1156727694,0.2301659733
2025-01-18,0.1042142616,-0.3651166658
2025-01-19,-0.0422704779,-0.0047199866
2025-01-20,0.0287291265,-0.0843594030
2025-01-21,0.1250838198,-0.0732284269
2025-01-22,0.3485688883,-0.1963309981
2025-01-23,-0.0147647762,-0.0764347982
2025-01-24,0.0797679700,-0.0339646025
2025-01-25,0.0664864948,0.0572607735
2025-01-26,-0.2549335246,0.0433395212
2025-01-27,-0.2632879265,-0.1331708591
2025-01-28,-0.1036122437,-0.1123888508
2025-01-01,-0.1443895908,-0.1190321069
2025-01-02,-0.0922675446,0.0023690003
2025-01-03,-0.1405800604,0.0755152928
2025-01-04,-0.1105452729,-0.0234891257
2025-01-05,0.1805326280,0.0898945570
2025-01-06,-0.0143937090,0.2096001443
2025-01-07,-0.0438702018,0.1784317088
2025-01-08,-0.0269985440,-0.0590884424
2025-01-09,-0.3419310691,-0.2032528860
2025-01-10,0.0791703757,-0.0472377483
2025-01-11,0.1356457295,-0.3294549848
2025-01-12,0.2647624498,-0.1702611010
2025-01-13,0.1106523318,0.0427628306
2025-01-14,0.0484663674,-0.0690830488
2025-01-15,0.0719373161,0.0738743433
2025-01-16,-0.0036503212,0.1291040997
2025-01-17,-0.1789382253,0.0758875763
2025-01-18,-0.0168877471,-0.1820325566
2025-01-19,0.0615644592,-0.1365312550
2025-01-20,0.0846109936,-0.1982240816
2025-01-21,-0.1227894862,-0.1337427038
2025-01-22,-0.1149142782,-0.0802237159
2025-01-23,-0.1201928476,-0.1080496026
2025-01-24,-0.1716368231,0.0292241064
2025-01-25,-0.1402191804,-0.0370376205
2025-01-26,-0.0527409052,-0.0309011006
2025-01-27,-0.2894810913,0.1194354662
2025-01-28,-0.1569100790,-0.0688446161
2025-01-01,-0.2278693740,-0.1375879432
2025-01-02,-0.1468102359,-0.2517006448
2025-01-03,0.2156841498,0.0209105595
2025-01-04,0.2263742696,-0.0389082119
2025-01-05,0.1412451946,-0.0454493253
2025-01-06,0.2731097182,0.1025961621
2025-01-07,0.0858811745,-0.0894160417
2025-01-08,-0.2597579677,0.0535350539
2025-01-09,0.0105056639,-0.0196787312
2025-01-10,-0.0806297189,-0.0269528691
2025-01-11,0.0589973282,0.2139106405
2025-01-12,0.1384558402,0.0651764942
2025-01-13,-0.0733940957,0.2494865237
2025-01-14,0.1980031568,-0.0333930470
2025-01-15,-0.0846554843,-0.0239308991
2025-01-16,0.0727678296,-0.1966560282
2025-01-17,0.3371147257,-0.3515470816
2025-01-18,0.3096636973,-0.0807564219
2025-01-19,0.1083351818,-0.1032297364
2025-01-20,0.1288261770,-0.2959766640
2025-01-21,0.1431858938,-0.0658115992
2025-01-22,0.1402379645,0.0023414539
2025-01-23,0.0721604868,-0.1554897654
2025-01-24,-0.3242103332,-0.1639493805
2025-01-25,-0.0266585619,0.1518023104
2025-01-26,0.0709272232,-0.0829603386
2025-01-27,0.2394826680,0.3019138982
2025-01-28,0.2501034432,0.0839645407
2025-01-01,0.1614239470,-0.1046204843
2025-01-02,-0.0440246772,-0.1579938777
2025-01-03,0.1015624006,-0.1268873430
2025-01-04,0.1150562661,-0.1481972380
2025-01-05,0.1533541264,-0.0396274443
2025-01-06,0.2673769747,0.0598207178
2025-01-07,0.0041970922,-0.0528956788
2025-01-08,-0.0515494455,0.1085841075
2025-01-09,0.1663892106,-0.0682421695
2025-01-10,0.1183335147,-0.0228765451
2025-01-11,0.2413400391,0.2339009533
2025-01-12,0.0515375591,-0.0330951444
2025-01-13,-0.0778726627,-0.0076613526
2025-01-14,-0.0406081336,0.2106896844
2025-01-15,0.1064347001,0.0813273373
2025-01-16,-0.0974487133,0.0520255562
2025-01-17,-0.2724273274,-0.1183642230
2025-01-18,-0.1754402639,-0.2255063216
2025-01-19,-0.0808762930,-0.1951746682
2025-01-20,-0.1387301324,-0.1911810807
2025-01-21,0.1206267569,-0.3142783504
2025-01-22,0.2141769027,-0.2219942413
2025-01-23,0.1709024395,-0.3425630381
2025-01-24,0.0387909350,-0.1532506695
2025-01-25,0.1446778110,-0.2318140270
2025-01-26,0.3150529904,0.0757797536
2025-01-27,0.1326117009,-0.0491440545
2025-01-28,0.4415602538,0.0081419088
2025-01-01,0.2417551368,0.0373823272
2025-01-02,0.2905142627,0.0381161965
2025-01-03,-0.0120158590,0.0681493674
2025-01-04,-0.0817843117,0.1686223023
2025-01-05,-0.1343642841,0.0576153657
2025-01-06,-0.1014828005,-0.0556367350
2025-01-07,0.0225178080,-0.0649987528
2025-01-08,0.0004750644,-0.4154933339
2025-01-09,-0.0867059189,-0.3524203988
2025-01-10,0.1096495895,-0.1961174277
2025-01-11,0.3408498142,-0.0571801466
2025-01-12,0.2991676632,-0.1069317116
2025-01-13,0.1907376226,-0.1405220906
2025-01-14,0.3271698876,-0.0194513639
2025-01-15,0.0997800430,-0.0446796623
2025-01-16,0.2927265967,0.1136463033
2025-01-17,0.2471453795,-0.0960920377
2025-01-18,0.1116178555,-0.0417007703
2025-01-19,-0.0787789390,0.0419218495
2025-01-20,0.1582311006,-0.1700156446
2025-01-21,0.2098831715,-0.1391757948
2025-01-22,0.1277765101,-0.0789946301
2025-01-23,0.0062895671,-0.0275217708
2025-01-24,0.1323940039,-0.0219170303
2025-01-25,0.0905705780,-0.1300126309
2025-01-26,0.0282828710,-0.0767774397
2025-01-27,-0.0420814753,-0.0471820116
2025-01-28,0.1414911773,-0.1164076459
2025-01-01,0.0637862439,-0.1308736124
2025-01-02,0.0632338402,-0.2578778006
